id,city,state,station,latitude,longitude,aqi,pm25,pm10,no2,o3,co,so2,last_update,fetched_at,HEALTH_RISK_TIER
1790,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,77.0,77.0,55.0,8.5,12.4,6.6,7.5,2026-06-26 22:00:00,2026-06-26 18:19:35,Satisfactory
1791,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,77.0,77.0,55.0,8.5,12.4,6.6,7.5,2026-06-26 22:00:00,2026-06-26 18:19:35,Satisfactory
1792,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,77.0,77.0,55.0,8.5,12.4,6.6,7.5,2026-06-26 22:00:00,2026-06-26 18:19:35,Satisfactory
1793,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,77.0,77.0,55.0,8.5,12.4,6.6,7.5,2026-06-26 22:00:00,2026-06-26 18:19:35,Satisfactory
1794,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,82.0,75.0,82.0,11.4,9.7,4.9,2.4,2026-06-26 23:00:00,2026-06-26 18:19:35,Satisfactory
1795,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,82.0,75.0,82.0,11.4,9.7,4.9,2.4,2026-06-26 23:00:00,2026-06-26 18:19:35,Satisfactory
1796,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,82.0,75.0,82.0,11.4,9.7,4.9,2.4,2026-06-26 23:00:00,2026-06-26 18:19:35,Satisfactory
1797,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,82.0,75.0,82.0,11.4,9.7,4.9,2.4,2026-06-26 23:00:00,2026-06-26 18:19:35,Satisfactory
1798,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,82.0,75.0,82.0,11.4,9.7,4.9,2.4,2026-06-26 23:00:00,2026-06-26 18:19:35,Satisfactory
1799,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,66.0,66.0,30.0,10.0,2.7,5.5,1.3,2026-06-26 23:00:00,2026-06-26 18:19:35,Satisfactory
1800,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,82.0,75.0,82.0,11.4,9.7,4.9,2.4,2026-06-26 23:00:00,2026-06-26 18:19:35,Satisfactory
1801,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,15.0,15.0,,,,,,2026-06-26 23:00:00,2026-06-26 18:19:35,Good
1803,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,67.0,67.0,50.0,15.6,1.9,8.2,3.5,2026-06-26 23:00:00,2026-06-26 18:19:35,Satisfactory
1804,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,82.0,75.0,82.0,11.4,9.7,4.9,2.4,2026-06-26 23:00:00,2026-06-26 18:19:35,Satisfactory
1805,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,91.0,91.0,65.0,13.0,0.6,11.3,8.2,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1806,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,75.0,68.0,75.0,16.9,5.1,7.9,1.4,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1807,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,107.0,107.0,86.0,27.2,2.4,8.6,5.0,2026-06-27 01:00:00,2026-06-26 20:24:34,Moderate
1808,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,67.0,61.0,67.0,10.6,7.6,4.6,2.4,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1809,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,80.0,80.0,68.0,11.9,1.8,7.9,4.2,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1810,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,76.0,76.0,38.0,10.9,2.7,8.2,6.8,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1811,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,76.0,76.0,38.0,10.9,2.7,8.2,6.8,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1812,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,76.0,76.0,38.0,10.9,2.7,8.2,6.8,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1813,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,76.0,76.0,38.0,10.9,2.7,8.2,6.8,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1814,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,76.0,76.0,38.0,10.9,2.7,8.2,6.8,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1815,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,67.0,61.0,67.0,10.6,7.6,4.6,2.4,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1816,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,67.0,61.0,67.0,10.6,7.6,4.6,2.4,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1817,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,67.0,61.0,67.0,10.6,7.6,4.6,2.4,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1818,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,67.0,61.0,67.0,10.6,7.6,4.6,2.4,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1819,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,67.0,61.0,67.0,10.6,7.6,4.6,2.4,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1820,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,73.0,73.0,40.0,10.3,1.5,4.9,2.2,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1821,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,67.0,61.0,67.0,10.6,7.6,4.6,2.4,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1822,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,4.0,4.0,,,,,,2026-06-27 02:00:00,2026-06-26 20:24:34,Good
1823,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,44.0,13.0,6.0,4.2,43.5,1.9,2.6,2026-06-27 03:00:00,2026-06-26 20:24:34,Good
1824,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,80.0,80.0,68.0,11.9,1.8,7.9,4.2,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1825,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,67.0,61.0,67.0,10.6,7.6,4.6,2.4,2026-06-27 01:00:00,2026-06-26 20:24:34,Satisfactory
1826,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,51.0,30.0,51.0,6.3,6.6,9.5,21.7,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1827,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,65.0,65.0,65.0,6.6,6.7,4.6,1.4,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1828,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,89.0,89.0,73.0,15.8,6.6,4.8,5.8,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1829,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,68.0,56.0,68.0,7.0,12.5,3.4,2.4,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1830,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,99.0,99.0,70.0,9.4,1.9,6.4,8.2,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1831,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,151.0,151.0,47.0,13.7,3.7,9.1,9.3,2026-06-27 03:00:00,2026-06-26 21:58:47,Moderate
1832,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,151.0,151.0,47.0,13.7,3.7,9.1,9.3,2026-06-27 03:00:00,2026-06-26 21:58:47,Moderate
1833,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,151.0,151.0,47.0,13.7,3.7,9.1,9.3,2026-06-27 03:00:00,2026-06-26 21:58:47,Moderate
1834,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,151.0,151.0,47.0,13.7,3.7,9.1,9.3,2026-06-27 03:00:00,2026-06-26 21:58:47,Moderate
1835,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,151.0,151.0,47.0,13.7,3.7,9.1,9.3,2026-06-27 03:00:00,2026-06-26 21:58:47,Moderate
1836,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,68.0,56.0,68.0,7.0,12.5,3.4,2.4,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1837,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,68.0,56.0,68.0,7.0,12.5,3.4,2.4,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1838,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,68.0,56.0,68.0,7.0,12.5,3.4,2.4,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1839,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,68.0,56.0,68.0,7.0,12.5,3.4,2.4,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1840,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,68.0,56.0,68.0,7.0,12.5,3.4,2.4,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1841,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,97.0,97.0,70.0,7.5,1.3,4.6,2.6,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1842,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,68.0,56.0,68.0,7.0,12.5,3.4,2.4,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1843,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,12.0,12.0,,,,,,2026-06-27 04:00:00,2026-06-26 21:58:47,Good
1844,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,46.0,13.0,7.0,2.3,46.3,2.8,2.1,2026-06-27 05:00:00,2026-06-26 21:58:47,Good
1845,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,99.0,99.0,70.0,9.4,1.9,6.4,8.2,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1846,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,68.0,56.0,68.0,7.0,12.5,3.4,2.4,2026-06-27 03:00:00,2026-06-26 21:58:47,Satisfactory
1847,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,73.0,30.0,73.0,3.9,6.9,8.2,23.5,2026-06-27 04:00:00,2026-06-26 23:03:16,Satisfactory
1848,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,139.0,139.0,72.0,7.5,6.5,5.5,1.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Moderate
1849,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,78.0,78.0,62.0,14.9,5.2,4.1,6.0,2026-06-27 04:00:00,2026-06-26 23:03:16,Satisfactory
1850,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,71.0,58.0,71.0,5.1,11.1,2.8,1.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Satisfactory
1851,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,151.0,151.0,85.0,8.3,0.8,7.5,7.8,2026-06-27 04:00:00,2026-06-26 23:03:16,Moderate
1852,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,137.0,137.0,60.0,13.8,2.3,9.1,10.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Moderate
1853,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,137.0,137.0,60.0,13.8,2.3,9.1,10.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Moderate
1854,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,137.0,137.0,60.0,13.8,2.3,9.1,10.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Moderate
1855,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,137.0,137.0,60.0,13.8,2.3,9.1,10.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Moderate
1856,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,137.0,137.0,60.0,13.8,2.3,9.1,10.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Moderate
1857,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,71.0,58.0,71.0,5.1,11.1,2.8,1.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Satisfactory
1858,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,71.0,58.0,71.0,5.1,11.1,2.8,1.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Satisfactory
1859,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,71.0,58.0,71.0,5.1,11.1,2.8,1.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Satisfactory
1860,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,71.0,58.0,71.0,5.1,11.1,2.8,1.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Satisfactory
1861,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,71.0,58.0,71.0,5.1,11.1,2.8,1.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Satisfactory
1862,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,158.0,158.0,84.0,6.6,1.1,4.6,2.7,2026-06-27 04:00:00,2026-06-26 23:03:16,Moderate
1863,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,71.0,58.0,71.0,5.1,11.1,2.8,1.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Satisfactory
1864,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,16.0,16.0,,,,,,2026-06-27 05:00:00,2026-06-26 23:03:16,Good
1865,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,45.0,13.0,7.0,2.3,44.7,1.9,2.1,2026-06-27 06:00:00,2026-06-26 23:03:16,Good
1866,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,151.0,151.0,85.0,8.3,0.8,7.5,7.8,2026-06-27 04:00:00,2026-06-26 23:03:16,Moderate
1867,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,71.0,58.0,71.0,5.1,11.1,2.8,1.4,2026-06-27 04:00:00,2026-06-26 23:03:16,Satisfactory
1868,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,82.0,4.0,82.0,5.0,6.9,8.6,24.2,2026-06-27 07:00:00,2026-06-27 01:50:54,Satisfactory
1869,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,157.0,157.0,126.0,15.3,3.0,5.9,7.8,2026-06-27 07:00:00,2026-06-27 01:50:54,Moderate
1870,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,91.0,91.0,76.0,16.7,3.8,4.6,6.8,2026-06-27 07:00:00,2026-06-27 01:50:54,Satisfactory
1871,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,90.0,70.0,90.0,15.3,5.4,4.3,3.2,2026-06-27 07:00:00,2026-06-27 01:50:54,Satisfactory
1872,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,154.0,154.0,102.0,10.4,1.3,9.1,8.2,2026-06-27 07:00:00,2026-06-27 01:50:54,Moderate
1873,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,151.0,151.0,78.0,13.8,2.1,8.2,11.1,2026-06-27 07:00:00,2026-06-27 01:50:54,Moderate
1874,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,151.0,151.0,78.0,13.8,2.1,8.2,11.1,2026-06-27 07:00:00,2026-06-27 01:50:54,Moderate
1875,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,151.0,151.0,78.0,13.8,2.1,8.2,11.1,2026-06-27 07:00:00,2026-06-27 01:50:54,Moderate
1876,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,151.0,151.0,78.0,13.8,2.1,8.2,11.1,2026-06-27 07:00:00,2026-06-27 01:50:54,Moderate
1877,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,151.0,151.0,78.0,13.8,2.1,8.2,11.1,2026-06-27 07:00:00,2026-06-27 01:50:54,Moderate
1878,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,90.0,70.0,90.0,15.3,5.4,4.3,3.2,2026-06-27 07:00:00,2026-06-27 01:50:54,Satisfactory
1879,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,90.0,70.0,90.0,15.3,5.4,4.3,3.2,2026-06-27 07:00:00,2026-06-27 01:50:54,Satisfactory
1880,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,90.0,70.0,90.0,15.3,5.4,4.3,3.2,2026-06-27 07:00:00,2026-06-27 01:50:54,Satisfactory
1881,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,90.0,70.0,90.0,15.3,5.4,4.3,3.2,2026-06-27 07:00:00,2026-06-27 01:50:54,Satisfactory
1882,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,90.0,70.0,90.0,15.3,5.4,4.3,3.2,2026-06-27 07:00:00,2026-06-27 01:50:54,Satisfactory
1883,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,139.0,139.0,95.0,5.2,1.1,4.6,4.2,2026-06-27 07:00:00,2026-06-27 01:50:54,Moderate
1884,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,90.0,70.0,90.0,15.3,5.4,4.3,3.2,2026-06-27 07:00:00,2026-06-27 01:50:54,Satisfactory
1885,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,9.0,9.0,,,,,,2026-06-27 08:00:00,2026-06-27 01:50:54,Good
1886,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,40.0,13.0,6.0,6.0,39.8,2.8,2.6,2026-06-27 09:00:00,2026-06-27 01:50:54,Good
1887,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,154.0,154.0,102.0,10.4,1.3,9.1,8.2,2026-06-27 07:00:00,2026-06-27 01:50:54,Moderate
1888,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,90.0,70.0,90.0,15.3,5.4,4.3,3.2,2026-06-27 07:00:00,2026-06-27 01:50:54,Satisfactory
1889,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,151.0,151.0,120.0,3.3,16.5,9.7,16.2,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1890,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,136.0,85.0,136.0,12.8,8.9,6.4,9.9,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1891,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,112.0,78.0,112.0,9.1,11.4,4.9,7.0,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1892,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,115.0,84.0,115.0,6.7,15.9,4.8,3.4,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1893,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,137.0,137.0,102.0,8.2,2.2,5.8,7.5,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1894,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,132.0,132.0,78.0,8.2,8.6,6.4,9.5,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1895,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,132.0,132.0,78.0,8.2,8.6,6.4,9.5,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1896,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,132.0,132.0,78.0,8.2,8.6,6.4,9.5,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1897,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,132.0,132.0,78.0,8.2,8.6,6.4,9.5,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1898,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,132.0,132.0,78.0,8.2,8.6,6.4,9.5,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1899,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,115.0,84.0,115.0,6.7,15.9,4.8,3.4,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1900,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,115.0,84.0,115.0,6.7,15.9,4.8,3.4,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1901,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,115.0,84.0,115.0,6.7,15.9,4.8,3.4,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1902,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,115.0,84.0,115.0,6.7,15.9,4.8,3.4,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1903,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,115.0,84.0,115.0,6.7,15.9,4.8,3.4,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1904,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,104.0,102.0,104.0,1.0,5.2,3.7,5.9,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1905,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,115.0,84.0,115.0,6.7,15.9,4.8,3.4,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1906,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,3.0,3.0,,,,,,2026-06-27 12:00:00,2026-06-27 05:42:27,Good
1907,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,49.0,13.0,10.0,3.2,48.8,2.8,2.1,2026-06-27 12:00:00,2026-06-27 05:42:27,Good
1908,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,137.0,137.0,102.0,8.2,2.2,5.8,7.5,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1909,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,115.0,84.0,115.0,6.7,15.9,4.8,3.4,2026-06-27 10:00:00,2026-06-27 05:42:27,Moderate
1910,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,162.0,162.0,128.0,3.6,24.5,8.2,9.7,2026-06-27 13:00:00,2026-06-27 08:21:20,Moderate
1911,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,141.0,102.0,141.0,6.2,19.7,5.8,8.8,2026-06-27 13:00:00,2026-06-27 08:21:20,Moderate
1912,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,114.0,114.0,107.0,5.0,25.8,4.6,7.1,2026-06-27 13:00:00,2026-06-27 08:21:20,Moderate
